hero_health,enemy_health,hero_magic_stock,enemy_magic_stock,good_hit_cards,normal_hit_cards,low_hit_cards,do_nothing_cards,self_hurt_cards,both_hurt_cards,is_hero_magic,is_enemy_magic
24,31,1,1,5,5,5,1,1,1,1,0
14,15,0,1,4,4,5,1,1,1,0,0
4,7,0,1,3,3,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
92,90,2,2,4,4,5,1,1,1,0,0
77,85,2,2,3,4,5,1,1,0,0,0
72,80,2,2,3,4,3,1,1,0,0,1
62,80,2,1,3,4,2,0,1,0,0,0
52,70,2,1,1,4,2,0,1,0,0,0
42,62,2,1,0,3,2,0,1,0,0,0
34,57,2,1,0,2,1,0,1,0,0,0
34,42,2,1,0,2,0,0,0,0,0,0
26,34,2,1,5,5,5,1,1,1,0,0
21,26,2,1,5,4,4,1,1,1,0,0
11,21,2,1,4,4,3,1,1,1,0,0
6,8,2,1,4,3,3,1,1,0,0,0
100,100,2,2,5,5,5,1,1,1,0,0
85,95,2,2,4,5,5,1,1,0,0,0
75,90,2,2,3,5,4,1,1,0,0,1
65,82,2,1,3,4,3,1,1,0,0,0
60,74,2,1,3,3,2,1,1,0,0,0
42,74,2,1,3,2,2,1,0,0,0,0
37,66,2,1,3,1,1,1,0,0,0,0
37,58,2,1,3,0,1,0,0,0,0,1
17,53,2,0,2,0,0,0,0,0,0,0
7,43,2,0,5,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,1
79,95,2,1,5,4,5,1,1,0,0,0
71,85,2,1,4,3,5,1,1,0,0,1
55,75,2,0,3,2,5,1,1,0,0,0
45,67,2,0,2,1,5,1,1,0,0,0
40,57,2,0,1,1,4,1,1,0,0,0
35,52,2,0,1,1,2,1,1,0,0,0
20,52,2,0,1,1,1,1,0,0,0,0
12,52,2,0,1,0,1,0,0,0,0,0
2,47,2,0,5,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
92,95,2,2,5,4,4,1,1,1,0,0
84,90,2,2,5,3,3,1,1,1,0,1
64,82,2,1,4,2,3,1,1,1,0,0
59,77,2,1,4,2,3,0,1,0,0,0
49,69,2,1,3,1,3,0,1,0,0,0
44,59,2,1,2,1,2,0,1,0,1,0
39,49,1,1,2,1,0,0,1,0,0,0
29,39,1,1,0,1,0,0,1,0,1,0
29,13,0,1,5,5,5,1,1,1,0,1
9,5,0,0,4,4,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
85,100,2,2,5,5,4,1,0,1,0,0
80,85,2,2,4,5,4,1,0,0,1,1
60,65,1,1,2,5,4,1,0,0,0,0
52,60,1,1,2,4,3,1,0,0,0,0
44,55,1,1,2,3,2,1,0,0,0,0
44,47,1,1,2,2,2,0,0,0,0,0
39,39,1,1,2,1,1,0,0,0,0,0
34,31,1,1,2,0,0,0,0,0,0,0
24,21,1,1,5,5,5,1,1,1,0,1
14,11,1,0,4,5,4,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,1,0
92,90,1,2,5,4,4,1,1,1,0,0
87,75,1,2,4,4,4,1,1,0,1,0
87,55,0,2,4,4,3,1,0,0,0,1
87,45,0,1,3,4,3,0,0,0,0,0
82,40,0,1,3,4,1,0,0,0,0,1
66,30,0,0,2,3,1,0,0,0,0,0
58,25,0,0,2,2,0,0,0,0,0,0
50,17,0,0,2,0,0,0,0,0,0,0
40,7,0,0,5,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
95,92,2,2,5,4,4,1,1,1,0,0
85,92,2,2,4,4,4,0,1,1,1,0
75,82,1,2,3,4,3,0,1,1,1,0
70,66,0,2,3,3,2,0,1,1,0,0
70,48,0,2,3,2,2,0,0,1,0,0
62,43,0,2,3,1,1,0,0,1,0,0
57,33,0,2,2,1,0,0,0,1,0,0
44,28,0,2,2,0,0,0,0,0,0,1
24,18,0,1,5,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
95,92,2,2,5,4,4,1,1,1,0,0
85,84,2,2,4,3,4,1,1,1,0,0
75,74,2,2,2,3,4,1,1,1,1,1
65,58,1,1,2,2,3,1,1,1,0,0
65,53,1,1,2,2,2,0,1,1,1,0
47,43,0,1,2,1,2,0,1,0,0,0
37,35,0,1,1,0,2,0,1,0,0,1
27,30,0,0,1,0,0,0,1,0,0,0
7,30,0,0,5,5,5,1,1,1,0,0
2,25,0,0,5,5,5,0,1,0,0,0
100,100,2,2,5,5,5,1,1,1,0,1
84,92,2,1,5,3,5,1,1,1,1,0
74,92,1,1,4,3,5,0,1,1,1,0
69,82,0,1,4,3,3,0,1,1,0,0
61,77,0,1,4,2,2,0,1,1,0,1
51,57,0,0,3,2,2,0,1,0,0,0
41,52,0,0,2,2,1,0,1,0,0,0
31,44,0,0,1,1,1,0,1,0,0,0
23,39,0,0,1,0,0,0,1,0,0,0
3,39,0,0,5,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
92,90,2,2,4,4,5,1,1,1,0,0
84,80,2,2,3,3,5,1,1,1,1,0
84,60,1,2,3,3,4,1,0,1,0,0
74,50,1,2,1,3,4,1,0,1,0,0
69,40,1,2,0,3,3,1,0,1,0,0
64,32,1,2,0,2,2,1,0,1,0,0
59,19,1,2,0,1,2,1,0,0,1,0
51,19,0,2,0,0,2,0,0,0,0,0
46,14,0,2,5,5,5,1,1,1,0,0
38,9,0,2,5,4,4,1,1,1,0,0
33,4,0,2,5,4,2,1,1,1,0,0
15,4,0,2,5,3,2,1,0,1,0,0
100,100,2,2,5,5,5,1,1,1,1,1
80,84,1,1,4,4,5,1,1,1,0,0
70,79,1,1,3,4,4,1,1,1,0,0
65,74,1,1,3,4,2,1,1,1,0,0
65,66,1,1,3,3,2,0,1,1,0,0
57,56,1,1,2,2,2,0,1,1,0,0
37,56,1,1,1,2,2,0,0,1,0,1
17,51,1,0,0,2,1,0,0,1,0,0
12,41,1,0,0,2,0,0,0,0,1,0
4,25,0,0,5,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
90,90,2,2,3,5,5,1,1,1,0,0
90,72,2,2,3,4,5,1,0,1,0,0
85,64,2,2,3,3,4,1,0,1,0,0
75,59,2,2,2,3,3,1,0,1,0,0
70,59,2,2,2,3,2,0,0,1,0,0
60,54,2,2,1,3,1,0,0,1,0,1
50,36,2,1,1,2,1,0,0,0,1,1
34,26,1,0,1,1,0,0,0,0,1,0
26,6,0,0,5,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,1
80,100,2,1,5,5,4,1,0,1,0,0
72,90,2,1,4,4,4,1,0,1,0,0
62,85,2,1,3,4,3,1,0,1,0,0
54,80,2,1,3,3,2,1,0,1,1,0
49,64,1,1,3,2,1,1,0,1,1,0
41,44,0,1,2,1,1,1,0,1,0,0
26,39,0,1,1,1,1,1,0,0,0,0
16,31,0,1,0,0,1,1,0,0,0,0
16,26,0,1,5,5,5,1,1,1,0,1
100,100,2,2,5,5,5,1,1,1,0,0
90,95,2,2,4,5,4,1,1,1,0,0
90,90,2,2,4,5,3,0,1,1,0,1
74,82,2,1,4,3,3,0,1,1,0,0
69,74,2,1,4,2,2,0,1,1,1,0
59,58,1,1,3,1,2,0,1,1,0,0
54,48,1,1,2,1,1,0,1,1,0,0
49,38,1,1,1,1,0,0,1,1,0,1
33,28,1,0,0,0,0,0,1,1,0,0
28,13,1,0,5,5,5,1,1,1,1,0
23,3,0,0,5,5,3,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
92,95,2,2,5,4,4,1,1,1,1,0
84,85,1,2,5,3,3,1,1,1,0,0
79,70,1,2,4,3,3,1,1,0,0,0
69,65,1,2,3,3,2,1,1,0,1,1
59,49,0,1,3,2,1,1,1,0,0,0
49,41,0,1,2,1,1,1,1,0,0,0
39,36,0,1,1,1,0,1,1,0,0,0
29,36,0,1,1,1,0,0,0,0,0,0
21,26,0,1,5,5,5,1,1,1,0,1
1,21,0,0,4,5,4,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
100,80,2,2,4,5,5,1,0,1,1,0
100,70,1,2,4,5,4,0,0,1,0,0
92,62,1,2,4,3,4,0,0,1,0,0
87,49,1,2,4,2,4,0,0,0,0,0
82,44,1,2,4,2,2,0,0,0,0,0
72,36,1,2,3,1,2,0,0,0,0,0
62,31,1,2,2,1,1,0,0,0,0,0
54,21,1,2,1,0,1,0,0,0,0,0
44,16,1,2,5,5,5,1,1,1,0,0
39,8,1,2,5,4,4,1,1,1,0,0
29,3,1,2,4,4,3,1,1,1,1,0
100,100,2,2,5,5,5,1,1,1,0,0
85,95,2,2,4,5,5,1,1,0,0,0
77,85,2,2,3,4,5,1,1,0,1,0
72,75,1,2,3,4,3,1,1,0,0,0
54,75,1,2,3,3,3,1,0,0,0,0
54,65,1,2,2,3,3,0,0,0,0,0
44,55,1,2,0,3,3,0,0,0,0,0
39,50,1,2,0,3,1,0,0,0,0,0
31,42,1,2,0,1,1,0,0,0,1,0
26,26,0,2,5,5,5,1,1,1,0,0
21,18,0,2,5,4,4,1,1,1,0,0
16,8,0,2,4,4,3,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
90,95,2,2,4,5,4,1,1,1,1,0
70,85,1,2,3,5,4,1,1,0,0,1
54,77,1,1,3,3,4,1,1,0,0,1
44,67,1,0,2,3,3,1,1,0,0,0
39,57,1,0,1,3,2,1,1,0,1,0
34,41,0,0,1,2,1,1,1,0,0,0
26,36,0,0,1,1,0,1,1,0,0,0
6,36,0,0,0,1,0,1,0,0,0,0
100,100,2,2,5,5,5,1,1,1,0,0
95,90,2,2,4,5,4,1,1,1,0,1
79,85,2,1,4,4,3,1,1,1,0,0
71,75,2,1,3,3,3,1,1,1,0,0
61,75,2,1,2,3,3,0,1,1,0,0
53,67,2,1,2,1,3,0,1,1,0,0
48,62,2,1,2,1,1,0,1,1,0,0
33,57,2,1,1,1,1,0,1,0,0,0
28,49,2,1,1,0,0,0,1,0,0,0
8,49,2,1,5,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
92,90,2,2,4,4,5,1,1,1,1,0
82,90,1,2,3,4,5,0,1,1,0,1
66,85,1,1,3,3,4,0,1,1,0,1
56,77,1,0,3,2,3,0,1,1,1,0
48,61,0,0,3,0,3,0,1,1,0,0
33,56,0,0,3,0,3,0,0,0,0,0
23,46,0,0,1,0,3,0,0,0,0,0
18,41,0,0,1,0,1,0,0,0,0,0
13,31,0,0,5,5,5,1,1,1,0,0
3,26,0,0,4,5,4,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
95,90,2,2,5,5,4,1,1,0,0,0
87,85,2,2,5,4,3,1,1,0,0,0
77,75,2,2,3,4,3,1,1,0,1,0
52,75,1,2,3,4,2,1,0,0,0,0
42,67,1,2,2,3,2,1,0,0,0,1
22,57,1,1,0,3,2,1,0,0,0,0
14,57,1,1,0,2,2,0,0,0,1,0
9,41,0,1,0,1,1,0,0,0,0,0
1,36,0,1,5,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,1,1
80,84,1,1,4,4,5,1,1,1,1,0
50,84,0,1,3,4,5,1,0,1,0,0
42,79,0,1,3,3,4,1,0,1,0,1
32,69,0,0,2,3,3,1,0,1,0,0
27,69,0,0,2,3,2,0,0,1,0,0
22,61,0,0,2,2,1,0,0,1,0,0
14,53,0,0,2,0,1,0,0,1,0,0
4,48,0,0,1,0,0,0,0,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
95,87,2,2,5,4,5,1,1,0,1,0
87,77,1,2,5,3,4,1,1,0,0,0
77,72,1,2,4,3,3,1,1,0,0,0
77,64,1,2,4,2,3,0,1,0,0,0
69,59,1,2,4,1,2,0,1,0,0,0
69,39,1,2,3,1,2,0,0,0,0,0
59,31,1,2,2,0,2,0,0,0,0,0
49,26,1,2,1,0,1,0,0,0,1,0
39,16,0,2,5,5,5,1,1,1,0,0
29,6,0,2,3,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
95,92,2,2,5,4,4,1,1,1,0,0
85,87,2,2,4,4,3,1,1,1,0,0
77,77,2,2,3,3,3,1,1,1,1,0
67,57,1,2,1,3,3,1,1,1,0,0
52,57,1,2,1,3,2,1,0,1,0,1
36,57,1,1,1,2,2,0,0,1,0,0
26,52,1,1,0,2,1,0,0,1,0,0
16,47,1,1,0,2,0,0,0,0,0,1
100,100,2,2,5,5,5,1,1,1,0,0
90,92,2,2,4,4,5,1,1,1,0,1
69,87,2,1,4,3,5,1,1,0,0,0
64,79,2,1,4,2,4,1,1,0,0,0
44,79,2,1,3,2,4,1,0,0,0,0
34,69,2,1,1,2,4,1,0,0,0,0
24,69,2,1,0,2,4,0,0,0,0,0
16,64,2,1,0,1,3,0,0,0,0,0
11,59,2,1,0,1,1,0,0,0,0,0
3,54,2,1,5,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,1,0
92,84,1,2,5,3,5,1,1,1,0,0
87,74,1,2,4,3,4,1,1,1,0,0
67,74,1,2,3,3,4,1,0,1,0,1
57,64,1,1,2,3,3,1,0,1,1,0
52,54,0,1,2,3,1,1,0,1,0,0
47,46,0,1,2,2,0,1,0,1,0,0
42,41,0,1,2,2,0,0,0,0,0,0
32,33,0,1,1,1,0,0,0,0,0,1
12,25,0,0,5,5,5,1,1,1,0,0
2,20,0,0,4,5,4,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,1,0
92,80,1,2,4,4,5,1,1,1,0,0
87,75,1,2,4,4,3,1,1,1,1,0
82,59,0,2,4,3,2,1,1,1,0,0
62,59,0,2,3,3,2,1,0,1,0,1
46,49,0,1,2,2,2,1,0,1,0,0
38,41,0,1,2,0,2,1,0,1,0,1
18,36,0,0,1,0,1,1,0,1,0,0
3,31,0,0,0,0,1,1,0,0,0,0
100,100,2,2,5,5,5,1,1,1,0,0
95,92,2,2,5,4,4,1,1,1,0,0
82,87,2,2,5,3,4,1,1,0,0,0
77,87,2,2,5,3,3,0,1,0,0,0
77,69,2,2,5,2,3,0,0,0,0,0
69,59,2,2,4,1,3,0,0,0,1,0
59,39,1,2,2,1,3,0,0,0,0,0
49,34,1,2,1,1,2,0,0,0,0,1
33,29,1,1,1,0,1,0,0,0,0,0
23,24,1,1,5,5,5,1,1,1,0,1
3,24,1,0,5,5,4,1,0,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
95,85,2,2,4,5,5,1,1,0,0,0
85,77,2,2,3,4,5,1,1,0,0,1
65,77,2,1,2,4,5,0,1,0,0,0
55,69,2,1,1,3,5,0,1,0,0,0
50,59,2,1,0,3,4,0,1,0,0,0
42,54,2,1,0,2,3,0,1,0,0,0
37,46,2,1,0,1,2,0,1,0,0,0
32,38,2,1,0,0,1,0,1,0,0,0
32,23,2,1,5,5,5,1,1,1,0,0
17,23,2,1,5,5,4,1,0,1,0,0
17,18,2,1,5,5,3,0,0,1,0,0
7,13,2,1,4,5,2,0,0,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
90,95,2,2,4,5,4,1,1,1,0,0
85,85,2,2,3,5,3,1,1,1,0,1
85,57,2,1,3,4,3,1,0,1,0,1
69,57,2,0,3,3,3,0,0,1,0,0
64,42,2,0,2,3,3,0,0,0,0,0
59,34,2,0,2,2,2,0,0,0,0,0
51,26,2,0,2,0,2,0,0,0,0,0
46,21,2,0,2,0,0,0,0,0,0,0
36,11,2,0,5,5,5,1,1,1,0,0
31,3,2,0,5,4,4,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
95,95,2,2,5,5,3,1,1,1,0,0
80,90,2,2,4,5,3,1,1,0,0,0
75,85,2,2,4,5,1,1,1,0,0,0
55,85,2,2,3,5,1,1,0,0,1,0
47,69,1,2,3,3,1,1,0,0,0,0
37,61,1,2,2,2,1,1,0,0,0,0
29,51,1,2,1,1,1,1,0,0,1,0
24,51,0,2,1,1,0,0,0,0,0,0
14,43,0,2,5,5,5,1,1,1,0,0
6,38,0,2,5,4,4,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,1,0
70,100,1,2,4,5,5,1,0,1,0,1
54,90,1,1,3,4,5,1,0,1,1,0
44,80,0,1,2,4,4,1,0,1,0,0
36,72,0,1,2,2,4,1,0,1,0,1
20,64,0,0,2,0,4,1,0,1,0,0
15,59,0,0,2,0,2,1,0,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
92,90,2,2,4,4,5,1,1,1,0,1
82,80,2,1,3,4,4,1,1,1,0,0
69,75,2,1,3,3,4,1,1,0,0,1
59,70,2,0,3,3,2,1,1,0,0,0
51,70,2,0,3,2,2,0,1,0,0,0
46,62,2,0,3,1,1,0,1,0,0,0
36,54,2,0,2,0,1,0,1,0,0,0
26,49,2,0,1,0,0,0,1,0,0,0
6,49,2,0,5,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
90,92,2,2,4,4,5,1,1,1,0,0
85,82,2,2,3,4,4,1,1,1,0,0
75,72,2,2,1,4,4,1,1,1,0,0
67,67,2,2,1,3,3,1,1,1,0,0
67,57,2,2,0,3,3,0,1,1,0,0
59,52,2,2,0,2,2,0,1,1,0,0
54,44,2,2,0,1,1,0,1,1,0,0
41,39,2,2,0,0,1,0,1,0,0,0
41,24,2,2,5,5,5,1,1,1,1,0
26,14,1,2,5,5,4,1,1,0,0,0
18,9,1,2,5,4,3,1,1,0,1,0
100,100,2,2,5,5,5,1,1,1,0,0
95,92,2,2,5,4,4,1,1,1,0,0
82,87,2,2,5,3,4,1,1,0,0,1
62,79,2,1,4,2,4,1,1,0,0,0
52,71,2,1,3,1,4,1,1,0,0,0
44,71,2,1,3,0,4,0,1,0,0,0
39,61,2,1,2,0,3,0,1,0,0,0
34,51,2,1,1,0,2,0,1,0,1,1
24,41,1,0,1,0,0,0,1,0,0,0
24,21,1,0,5,5,5,1,1,1,0,0
14,11,1,0,3,5,5,1,1,1,0,0
6,6,1,0,3,4,4,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
90,95,2,2,4,5,4,1,1,1,0,0
90,75,2,2,3,5,4,1,0,1,0,0
80,67,2,2,2,4,4,1,0,1,0,1
64,62,2,1,2,3,3,1,0,1,0,0
54,57,2,1,1,3,2,1,0,1,0,0
46,47,2,1,0,2,2,1,0,1,0,1
30,42,2,0,0,1,1,1,0,1,1,0
25,42,1,0,0,1,0,0,0,1,1,0
20,21,0,0,5,5,5,1,1,1,0,0
10,11,0,0,3,5,5,1,1,1,0,0
5,6,0,0,3,5,3,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
100,95,2,2,5,5,4,0,1,1,0,0
90,87,2,2,4,4,4,0,1,1,1,0
85,67,1,2,3,4,3,0,1,1,0,0
75,62,1,2,2,4,2,0,1,1,0,0
55,62,1,2,1,4,2,0,0,1,0,0
50,49,1,2,1,3,2,0,0,0,0,1
30,44,1,1,0,3,1,0,0,0,0,0
22,36,1,1,0,1,1,0,0,0,0,0
17,28,1,1,5,5,5,1,1,1,0,0
9,18,1,1,4,4,5,1,1,1,1,0
100,100,2,2,5,5,5,1,1,1,0,0
95,87,2,2,5,4,5,1,1,0,0,0
95,82,2,2,5,4,4,0,1,0,1,0
85,72,1,2,4,4,3,0,1,0,0,1
69,67,1,1,4,3,2,0,1,0,0,0
49,67,1,1,3,3,2,0,0,0,0,0
39,57,1,1,1,3,2,0,0,0,1,1
23,41,0,0,1,1,2,0,0,0,0,0
15,36,0,0,1,0,1,0,0,0,0,0
5,31,0,0,5,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
95,90,2,2,4,5,4,1,1,1,0,0
87,90,2,2,4,4,4,0,1,1,0,0
77,82,2,2,3,3,4,0,1,1,0,0
67,77,2,2,3,3,3,0,1,0,0,0
62,72,2,2,3,3,1,0,1,0,1,0
52,56,1,2,2,2,1,0,1,0,0,1
42,48,1,1,2,1,0,0,1,0,1,0
42,18,0,1,1,1,0,0,0,0,0,0
32,10,0,1,5,5,5,1,1,1,0,0
27,2,0,1,5,4,4,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,1,1
80,100,1,1,4,5,5,0,1,1,0,0
75,90,1,1,3,5,4,0,1,1,0,0
62,85,1,1,3,4,4,0,1,0,0,0
57,75,1,1,2,4,3,0,1,0,0,1
41,67,1,0,2,2,3,0,1,0,0,0
31,59,1,0,1,1,3,0,1,0,1,0
21,43,0,0,0,0,3,0,1,0,0,0
16,38,0,0,0,0,1,0,1,0,0,0
16,23,0,0,5,5,5,1,1,1,0,0
8,18,0,0,5,4,4,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,1,0
95,90,1,2,5,5,3,1,1,1,0,0
87,80,1,2,4,4,3,1,1,1,0,0
67,80,1,2,3,4,3,1,0,1,0,0
59,70,1,2,2,3,3,1,0,1,0,1
49,60,1,1,1,3,2,1,0,1,0,0
44,52,1,1,1,2,1,1,0,1,0,0
39,52,1,1,1,2,0,0,0,1,0,0
31,44,1,1,1,0,0,0,0,1,1,0
26,19,0,1,5,5,5,1,1,1,0,0
21,9,0,1,4,5,4,1,1,1,0,0
21,4,0,1,4,5,3,0,1,1,0,0
100,100,2,2,5,5,5,1,1,1,1,0
85,90,1,2,5,5,4,1,1,0,0,0
77,80,1,2,4,4,4,1,1,0,0,0
69,72,1,2,4,2,4,1,1,0,0,0
59,62,1,2,2,2,4,1,1,0,0,0
49,62,1,2,1,2,4,0,1,0,0,0
29,62,1,2,0,2,4,0,0,0,0,0
24,54,1,2,0,1,3,0,0,0,1,0
19,38,0,2,0,0,2,0,0,0,0,0
14,33,0,2,5,5,5,1,1,1,0,1
100,100,2,2,5,5,5,1,1,1,0,1
100,80,2,1,5,5,5,0,0,1,0,0
95,65,2,1,4,5,5,0,0,0,0,1
85,55,2,0,3,5,4,0,0,0,0,0
77,47,2,0,3,3,4,0,0,0,0,0
72,39,2,0,3,2,3,0,0,0,0,0
67,34,2,0,3,2,1,0,0,0,0,0
59,24,2,0,2,1,1,0,0,0,0,0
49,14,2,0,0,1,1,0,0,0,0,0
44,6,2,0,5,5,5,1,1,1,1,0
100,100,2,2,5,5,5,1,1,1,0,1
80,90,2,1,3,5,5,1,1,1,0,0
75,82,2,1,3,4,4,1,1,1,0,0
70,74,2,1,3,3,3,1,1,1,0,0
65,64,2,1,2,3,2,1,1,1,0,0
60,54,2,1,1,3,1,1,1,1,0,0
50,49,2,1,0,3,0,1,1,1,0,0
42,49,2,1,0,2,0,0,1,1,0,0
24,49,2,1,0,1,0,0,0,1,1,0
19,28,1,1,5,5,5,1,1,1,0,1
100,100,2,2,5,5,5,1,1,1,0,0
90,95,2,2,4,5,4,1,1,1,0,1
75,90,2,1,4,5,3,1,1,0,1,0
67,74,1,1,4,3,3,1,1,0,0,1
51,64,1,0,3,2,3,1,1,0,1,0
41,48,0,0,2,1,3,1,1,0,0,0
36,43,0,0,2,1,1,1,1,0,0,0
36,28,0,0,2,1,0,1,0,0,0,0
36,20,0,0,2,0,0,0,0,0,0,0
26,10,0,0,5,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,1
90,95,2,1,5,5,3,1,1,1,0,0
80,87,2,1,4,4,3,1,1,1,0,0
70,82,2,1,3,4,2,1,1,1,0,0
60,77,2,1,2,4,1,1,1,1,1,0
60,61,1,1,2,3,1,0,1,1,0,0
52,53,1,1,2,1,1,0,1,1,1,1
32,33,0,0,0,1,1,0,1,1,0,0
22,28,0,0,0,1,0,0,1,0,0,0
22,10,0,0,5,5,5,1,1,1,0,0
14,5,0,0,5,4,4,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
95,87,2,2,5,4,5,1,1,0,0,1
85,82,2,1,5,4,3,1,1,0,0,0
85,77,2,1,5,4,2,0,1,0,0,0
80,67,2,1,4,4,1,0,1,0,0,0
70,59,2,1,3,3,1,0,1,0,0,0
62,51,2,1,3,1,1,0,1,0,0,1
46,46,2,0,3,0,0,0,1,0,0,0
46,26,2,0,2,0,0,0,0,0,0,0
36,16,2,0,5,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,1
80,92,2,1,4,4,5,1,1,1,0,0
75,77,2,1,3,4,5,1,1,0,0,1
49,77,2,0,3,3,5,1,0,0,0,0
44,72,2,0,3,3,3,1,0,0,0,0
39,67,2,0,3,3,1,1,0,0,0,0
34,57,2,0,2,3,0,1,0,0,0,0
34,47,2,0,1,3,0,0,0,0,0,0
26,37,2,0,0,2,0,0,0,0,0,0
18,29,2,0,5,5,5,1,1,1,0,0
10,19,2,0,4,4,5,1,1,1,0,0
5,9,2,0,3,4,4,1,1,1,0,0
5,1,2,0,3,3,4,0,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
92,92,2,2,5,3,5,1,1,1,1,1
72,82,1,1,5,3,4,1,1,0,0,0
62,74,1,1,4,2,4,1,1,0,1,1
52,64,0,0,4,2,2,1,1,0,0,0
52,54,0,0,3,2,2,0,1,0,0,0
42,44,0,0,1,2,2,0,1,0,0,0
34,36,0,0,1,0,2,0,1,0,0,0
14,36,0,0,0,0,2,0,0,0,0,0
9,31,0,0,5,5,5,1,1,1,0,0
9,13,0,0,5,4,5,1,0,1,0,0
100,100,2,2,5,5,5,1,1,1,0,1
90,90,2,1,4,5,4,1,1,1,0,0
80,85,2,1,3,5,3,1,1,1,0,0
72,77,2,1,3,3,3,1,1,1,0,0
64,72,2,1,3,2,2,1,1,1,0,0
54,67,2,1,2,2,1,1,1,1,0,0
39,62,2,1,1,2,1,1,1,0,0,0
29,54,2,1,0,1,1,1,1,0,1,0
9,54,1,1,0,1,1,0,0,0,0,0
1,49,1,1,5,5,5,1,1,1,0,1
100,100,2,2,5,5,5,1,1,1,0,0
92,95,2,2,5,4,4,1,1,1,0,0
87,85,2,2,4,4,3,1,1,1,0,0
79,80,2,2,4,3,2,1,1,1,0,0
74,72,2,2,4,2,1,1,1,1,0,0
74,52,2,2,3,2,1,1,0,1,0,1
74,42,2,1,2,2,1,0,0,1,0,0
61,37,2,1,2,1,1,0,0,0,0,0
51,29,2,1,1,0,1,0,0,0,0,0
41,24,2,1,5,5,5,1,1,1,1,0
41,8,1,1,5,4,5,0,1,1,0,0
33,3,1,1,5,3,4,0,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
95,92,2,2,5,4,4,1,1,1,0,0
87,87,2,2,5,3,3,1,1,1,0,0
77,79,2,2,4,2,3,1,1,1,0,1
57,69,2,1,2,2,3,1,1,1,0,0
47,59,2,1,0,2,3,1,1,1,0,1
37,54,2,0,0,2,1,1,1,1,0,0
32,46,2,0,0,1,0,1,1,1,0,0
32,28,2,0,0,0,0,1,0,1,0,0
27,23,2,0,5,5,5,1,1,1,0,0
22,13,2,0,5,5,4,1,1,0,0,0
12,3,2,0,3,5,4,1,1,0,0,0
100,100,2,2,5,5,5,1,1,1,0,0
92,90,2,2,4,4,5,1,1,1,0,0
92,72,2,2,4,3,5,1,0,1,0,0
87,57,2,2,3,3,5,1,0,0,0,0
82,57,2,2,3,3,4,0,0,0,0,0
77,47,2,2,2,3,3,0,0,0,0,0
69,39,2,2,2,1,3,0,0,0,0,0
64,29,2,2,1,1,2,0,0,0,0,0
59,21,2,2,1,0,1,0,0,0,1,0
54,1,1,2,5,5,5,1,1,1,0,0
44,1,1,2,4,5,5,0,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
90,92,2,2,4,4,5,1,1,1,0,1
70,82,2,1,2,4,5,1,1,1,0,0
70,77,2,1,2,4,4,0,1,1,0,0
65,69,2,1,2,3,3,0,1,1,0,0
57,59,2,1,1,2,3,0,1,1,0,0
52,54,2,1,1,2,1,0,1,1,0,0
42,49,2,1,0,2,0,0,1,1,0,1
